symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2019-06-18 00:00:00+00:00,198.45,200.29,195.21,196.05,26551004,48.0078479007,48.452969796,47.2240463023,47.4272541241,106204016,0.0,1.0
AAPL,2019-06-19 00:00:00+00:00,197.87,199.88,197.31,199.68,21124235,47.867537738,48.3537850259,47.7320658568,48.3054022111,84496940,0.0,1.0
AAPL,2019-06-20 00:00:00+00:00,199.46,200.61,198.03,200.37,21513988,48.252181115,48.5303822996,47.9062439898,48.4723229219,86055952,0.0,1.0
AAPL,2019-06-21 00:00:00+00:00,198.78,200.85,198.15,198.8,47800589,48.0876795449,48.5884416772,47.9352736786,48.0925178264,191202356,0.0,1.0
AAPL,2019-06-24 00:00:00+00:00,198.58,200.16,198.17,198.54,18220421,48.0392967302,48.4215209665,47.9401119601,48.0296201673,72881684,0.0,1.0
AAPL,2019-06-25 00:00:00+00:00,195.57,199.26,195.29,198.43,21070334,47.3111353688,48.2037983002,47.2433994282,48.0030096192,84281336,0.0,1.0
AAPL,2019-06-26 00:00:00+00:00,199.8,200.99,197.35,197.77,26067512,48.3344319,48.6223096475,47.7417424197,47.8433463306,104270048,0.0,1.0
AAPL,2019-06-27 00:00:00+00:00,199.74,201.57,199.57,200.29,20899717,48.3199170556,48.7626198102,48.2787916631,48.452969796,83598868,0.0,1.0
AAPL,2019-06-28 00:00:00+00:00,197.92,199.5,197.05,198.68,31110642,47.8796334417,48.2618576779,47.6691681977,48.0634881376,124442568,0.0,1.0
AAPL,2019-07-01 00:00:00+00:00,201.55,204.49,200.65,203.17,27316739,48.7577815287,49.469008905,48.5400588625,49.1496823279,109266956,0.0,1.0
AAPL,2019-07-02 00:00:00+00:00,202.73,203.13,201.36,201.41,16935217,49.0432401355,49.140005765,48.7118178548,48.7239135584,67740868,0.0,1.0
AAPL,2019-07-03 00:00:00+00:00,204.41,204.44,202.69,203.28,11362045,49.4496557792,49.4569132014,49.0335635726,49.176292876,45448180,0.0,1.0
AAPL,2019-07-05 00:00:00+00:00,204.23,205.08,202.9,203.35,17265518,49.4061112459,49.6117382084,49.0843655281,49.1932268612,69062072,0.0,1.0
AAPL,2019-07-08 00:00:00+00:00,200.02,201.4,198.41,200.81,25338628,48.3876529962,48.7214944177,47.9981713377,48.5787651143,101354512,0.0,1.0
AAPL,2019-07-09 00:00:00+00:00,201.24,201.51,198.81,199.2,20578015,48.6827881659,48.7481049658,48.0949369671,48.1892834558,82312060,0.0,1.0
AAPL,2019-07-10 00:00:00+00:00,203.23,203.73,201.56,201.85,17897138,49.1641971723,49.2851542091,48.7602006695,48.8303557508,71588552,0.0,1.0
AAPL,2019-07-11 00:00:00+00:00,201.75,204.39,201.71,203.31,20191842,48.8061643434,49.4448174977,48.7964877805,49.1835502982,80767368,0.0,1.0
AAPL,2019-07-12 00:00:00+00:00,203.3,204.0,202.2,202.45,17595212,49.1811311575,49.350471009,48.9150256766,48.9755041949,70380848,0.0,1.0
AAPL,2019-07-15 00:00:00+00:00,205.21,205.87,204.0,204.09,16947420,49.643187038,49.8028503266,49.350471009,49.3722432756,67789680,0.0,1.0
AAPL,2019-07-16 00:00:00+00:00,204.5,206.11,203.5,204.59,16866816,49.4714280458,49.8609097042,49.2295139722,49.4932003124,67467264,0.0,1.0
AAPL,2019-07-17 00:00:00+00:00,203.35,205.09,203.27,204.05,14107450,49.1932268612,49.6141573492,49.1738737353,49.3625667127,56429800,0.0,1.0
AAPL,2019-07-18 00:00:00+00:00,205.66,205.88,203.7,204.0,18582161,49.7520483711,49.8052694673,49.2778967869,49.350471009,74328644,0.0,1.0
AAPL,2019-07-19 00:00:00+00:00,202.59,206.5,202.36,205.79,20929307,49.0093721652,49.9552561929,48.9537319283,49.7834972007,83717228,0.0,1.0
AAPL,2019-07-22 00:00:00+00:00,207.22,207.23,203.61,203.65,22277932,50.1294343259,50.1318534666,49.2561245203,49.2658010832,89111728,0.0,1.0
AAPL,2019-07-23 00:00:00+00:00,208.84,208.91,207.29,208.46,18355210,50.5213351251,50.5382691102,50.146368311,50.4294077771,73420840,0.0,1.0
